Timestamp;Temperature;Temperature Probe
07.04.2018 13:30:57;21.5;22.6
07.04.2018 13:38:01;22.0;9.3
07.04.2018 13:45:04;17.5;9.2
07.04.2018 13:52:08;15.4;9.2
07.04.2018 13:59:11;14.1;9.2
07.04.2018 14:06:13;13.2;9.2
07.04.2018 14:13:16;12.6;9.2
07.04.2018 14:20:17;12.3;9.2
07.04.2018 14:27:20;12.1;9.2
07.04.2018 14:34:22;12.1;9.2
07.04.2018 14:41:24;12.2;9.2
07.04.2018 14:48:27;12.2;9.2
07.04.2018 14:55:29;12.1;9.3
07.04.2018 15:02:31;11.9;9.3
07.04.2018 15:09:33;11.7;9.3
07.04.2018 15:16:36;11.5;9.3
07.04.2018 15:23:39;11.2;9.3
07.04.2018 15:30:43;11.0;9.3
07.04.2018 15:37:46;11.9;9.3
07.04.2018 15:44:49;11.1;9.3
07.04.2018 15:51:51;10.8;9.2
07.04.2018 15:58:55;10.6;9.2
07.04.2018 16:05:57;10.5;9.2
07.04.2018 16:13:00;10.4;9.2
07.04.2018 16:20:04;10.3;9.2
07.04.2018 16:27:06;10.2;9.2
07.04.2018 16:34:10;10.1;9.2
07.04.2018 16:41:12;10.2;9.2
07.04.2018 16:48:13;10.2;9.2
07.04.2018 16:55:18;10.1;9.1
07.04.2018 17:02:20;10.0;9.1
07.04.2018 17:09:22;9.8;9.1
07.04.2018 17:16:25;9.7;9.1
07.04.2018 17:23:28;9.7;9.1
07.04.2018 17:30:30;9.6;9.1
07.04.2018 17:37:34;9.4;9.1
07.04.2018 17:44:34;9.3;9.0
07.04.2018 17:51:37;9.2;9.0
07.04.2018 17:58:41;9.1;9.0
07.04.2018 18:05:43;9.0;9.0
07.04.2018 18:12:47;8.9;9.0
07.04.2018 18:19:49;8.9;9.0
07.04.2018 18:26:52;8.8;8.9
07.04.2018 18:33:54;8.7;8.9
07.04.2018 18:40:55;8.7;8.9
07.04.2018 18:47:59;8.6;8.9
07.04.2018 18:55:03;8.6;8.9
07.04.2018 19:02:06;8.6;8.8
07.04.2018 19:09:08;8.6;8.8
07.04.2018 19:16:11;8.5;8.8
07.04.2018 19:23:12;8.5;8.8
07.04.2018 19:30:14;8.5;8.8
07.04.2018 19:37:17;8.4;8.7
07.04.2018 19:44:18;8.4;8.7
07.04.2018 19:51:21;8.3;8.7
07.04.2018 19:58:24;8.3;8.7
07.04.2018 20:05:27;8.3;8.7
07.04.2018 20:12:30;8.2;8.7
07.04.2018 20:19:33;8.1;8.6
07.04.2018 20:26:36;8.1;8.6
07.04.2018 20:33:38;8.1;8.6
07.04.2018 20:40:40;8.1;8.6
07.04.2018 20:47:43;8.1;8.6
07.04.2018 20:54:47;8.1;8.6
07.04.2018 21:01:49;8.1;8.5
07.04.2018 21:08:50;8.1;8.5
07.04.2018 21:15:53;8.0;8.5
