Timestamp;Temperature;Temperature Probe
01.12.2018 00:03:19;4.9;6.1
01.12.2018 00:10:24;4.8;6.1
01.12.2018 00:17:27;4.6;6.1
01.12.2018 00:24:28;4.6;6.0
01.12.2018 00:31:31;4.7;6.0
01.12.2018 00:38:33;4.9;6.0
01.12.2018 00:45:36;5.0;6.0
01.12.2018 00:52:38;5.0;6.0
01.12.2018 00:59:41;5.1;6.0
01.12.2018 01:06:43;5.1;5.9
01.12.2018 01:13:45;5.2;5.9
01.12.2018 01:20:49;5.2;5.9
01.12.2018 01:27:52;5.3;5.9
01.12.2018 01:34:54;5.4;5.9
01.12.2018 01:41:56;5.4;5.9
01.12.2018 01:48:58;5.5;5.9
01.12.2018 01:56:01;5.6;5.9
01.12.2018 02:03:03;5.6;5.9
01.12.2018 02:10:06;5.7;5.9
01.12.2018 02:17:08;5.7;5.9
01.12.2018 02:24:11;5.8;5.9
01.12.2018 02:31:15;5.8;5.9
01.12.2018 02:38:16;5.8;5.9
01.12.2018 02:45:17;5.8;5.9
01.12.2018 02:52:21;5.9;5.9
01.12.2018 02:59:23;6.0;5.9
01.12.2018 03:06:25;6.0;5.9
01.12.2018 03:13:27;6.0;5.9
01.12.2018 03:20:30;6.1;5.9
01.12.2018 03:27:31;6.1;5.9
01.12.2018 03:34:35;6.1;5.9
01.12.2018 03:41:38;6.1;5.9
01.12.2018 03:48:39;6.1;5.9
01.12.2018 03:55:41;6.1;5.9
01.12.2018 04:02:46;6.2;5.9
01.12.2018 04:09:48;6.2;5.9
01.12.2018 04:16:51;6.2;5.9
01.12.2018 04:23:52;6.2;5.9
01.12.2018 04:30:56;6.2;5.9
01.12.2018 04:37:58;6.2;5.9
01.12.2018 04:44:59;6.2;5.9
01.12.2018 04:52:02;6.2;6.0
01.12.2018 04:59:04;6.2;6.0
01.12.2018 05:06:06;6.3;6.0
01.12.2018 05:13:08;6.3;6.0
01.12.2018 05:20:10;6.3;6.0
01.12.2018 05:27:15;6.4;6.0
01.12.2018 05:34:18;6.4;6.0
01.12.2018 05:41:21;6.3;6.0
