Timestamp;Temperature;Temperature Probe
01.06.2019 00:06:56;14.5;15.1
01.06.2019 00:13:59;14.4;15.1
01.06.2019 00:21:01;14.3;15.1
01.06.2019 00:28:03;14.4;15.0
01.06.2019 00:35:06;14.4;15.0
01.06.2019 00:42:09;14.4;15.0
01.06.2019 00:49:10;14.3;15.0
01.06.2019 00:56:12;14.3;14.9
01.06.2019 01:03:14;14.4;14.9
01.06.2019 01:10:18;14.4;14.9
01.06.2019 01:17:20;14.4;14.9
01.06.2019 01:24:21;14.3;14.9
01.06.2019 01:31:23;14.3;14.8
01.06.2019 01:38:27;14.3;14.8
01.06.2019 01:45:30;14.2;14.8
01.06.2019 01:52:34;14.2;14.8
01.06.2019 01:59:37;14.2;14.8
01.06.2019 02:06:39;14.2;14.8
01.06.2019 02:13:43;14.2;14.8
01.06.2019 02:20:46;14.1;14.7
01.06.2019 02:27:47;14.1;14.7
01.06.2019 02:34:49;14.2;14.7
01.06.2019 02:41:53;14.2;14.7
01.06.2019 02:48:54;14.1;14.7
01.06.2019 02:55:57;14.1;14.7
01.06.2019 03:02:59;14.1;14.7
01.06.2019 03:10:03;14.1;14.7
01.06.2019 03:17:05;14.1;14.6
01.06.2019 03:24:15;14.1;14.6
01.06.2019 03:31:11;14.0;14.6
01.06.2019 03:38:12;14.0;14.6
01.06.2019 03:45:16;14.0;14.6
01.06.2019 03:52:19;14.1;14.6
01.06.2019 03:59:21;14.1;14.6
01.06.2019 04:06:23;14.1;14.6
01.06.2019 04:13:27;14.1;14.6
01.06.2019 04:20:30;14.1;14.6
01.06.2019 04:27:32;14.0;14.6
01.06.2019 04:34:35;14.0;14.6
01.06.2019 04:41:37;14.0;14.6
01.06.2019 04:48:38;14.0;14.6
01.06.2019 04:55:41;13.9;14.6
01.06.2019 05:02:44;13.9;14.6
01.06.2019 05:09:48;13.9;14.6
01.06.2019 05:16:51;13.9;14.6
01.06.2019 05:23:53;13.9;14.6
01.06.2019 05:30:56;13.9;14.6
01.06.2019 05:37:59;13.9;14.6
01.06.2019 05:45:02;13.9;14.6
01.06.2019 05:52:03;13.8;14.6
