Timestamp;Temperature;Temperature Probe
01.11.2018 00:06:12;8.0;8.7
01.11.2018 00:13:14;7.9;8.7
01.11.2018 00:20:16;7.8;8.7
01.11.2018 00:27:21;7.8;8.6
01.11.2018 00:34:21;7.8;8.6
01.11.2018 00:41:25;7.8;8.6
01.11.2018 00:48:28;7.8;8.6
01.11.2018 00:55:31;7.8;8.6
01.11.2018 01:02:33;7.8;8.6
01.11.2018 01:09:37;7.8;8.6
01.11.2018 01:16:39;7.8;8.5
01.11.2018 01:23:41;7.8;8.5
01.11.2018 01:30:42;7.8;8.5
01.11.2018 01:37:45;7.9;8.5
01.11.2018 01:44:47;7.8;8.5
01.11.2018 01:51:48;7.8;8.5
01.11.2018 01:58:51;7.8;8.5
01.11.2018 02:05:54;7.8;8.5
01.11.2018 02:12:57;7.8;8.4
01.11.2018 02:19:59;7.7;8.4
01.11.2018 02:27:01;7.7;8.4
01.11.2018 02:34:03;7.7;8.4
01.11.2018 02:41:08;7.7;8.4
01.11.2018 02:48:09;7.7;8.4
01.11.2018 02:55:12;7.6;8.4
01.11.2018 03:02:20;7.6;8.3
01.11.2018 03:09:16;7.6;8.3
01.11.2018 03:16:26;7.6;8.3
01.11.2018 03:23:22;7.6;8.3
01.11.2018 03:30:26;7.6;8.3
01.11.2018 03:37:28;7.6;8.3
01.11.2018 03:44:30;7.6;8.3
01.11.2018 03:51:32;7.6;8.3
01.11.2018 03:58:35;7.6;8.3
01.11.2018 04:05:39;7.6;8.2
01.11.2018 04:12:40;7.6;8.2
01.11.2018 04:19:44;7.6;8.2
01.11.2018 04:26:46;7.6;8.2
01.11.2018 04:33:48;7.6;8.2
01.11.2018 04:40:51;7.6;8.2
01.11.2018 04:47:53;7.6;8.2
01.11.2018 04:54:55;7.6;8.2
01.11.2018 05:01:57;7.6;8.2
01.11.2018 05:09:02;7.6;8.2
01.11.2018 05:16:10;7.6;8.2
01.11.2018 05:23:06;7.6;8.2
01.11.2018 05:30:10;7.5;8.1
01.11.2018 05:37:14;7.5;8.1
01.11.2018 05:44:15;7.5;8.1
01.11.2018 05:51:18;7.4;8.1
01.11.2018 05:58:22;7.4;8.1
01.11.2018 06:05:23;7.4;8.0
01.11.2018 06:12:26;7.3;8.0
01.11.2018 06:19:31;7.3;8.0
01.11.2018 06:26:34;7.3;8.0
01.11.2018 06:33:37;7.3;8.0
01.11.2018 06:40:38;7.2;7.9
01.11.2018 06:47:42;7.2;7.9
01.11.2018 06:54:44;7.2;7.9
01.11.2018 07:01:48;7.2;7.9
01.11.2018 07:08:50;7.2;7.9
01.11.2018 07:15:53;7.2;7.9
01.11.2018 07:23:02;7.2;7.9
01.11.2018 07:29:58;7.2;7.9
01.11.2018 07:36:59;7.2;7.8
01.11.2018 07:44:03;7.2;7.8
01.11.2018 07:51:07;7.3;7.8
01.11.2018 07:58:10;7.3;7.8
01.11.2018 08:05:12;7.4;7.8
01.11.2018 08:12:14;7.4;7.8
01.11.2018 08:19:16;7.4;7.8
01.11.2018 08:26:19;7.5;7.8
01.11.2018 08:33:21;7.6;7.8
01.11.2018 08:40:22;7.7;7.8
01.11.2018 08:47:24;7.8;7.8
01.11.2018 08:54:27;7.9;7.9
01.11.2018 09:01:28;8.0;7.9
01.11.2018 09:08:30;8.1;7.9
01.11.2018 09:15:33;8.3;7.9
01.11.2018 09:22:34;8.6;7.9
01.11.2018 09:29:36;8.7;8.0
01.11.2018 09:36:40;9.0;8.0
01.11.2018 09:43:42;9.3;8.0
01.11.2018 09:50:44;9.6;8.1
01.11.2018 09:57:47;9.6;8.1
01.11.2018 10:04:51;9.3;8.2
01.11.2018 10:11:54;9.1;8.2
01.11.2018 10:18:57;9.0;8.2
01.11.2018 10:25:58;9.0;8.2
01.11.2018 10:33:02;9.1;8.3
01.11.2018 10:40:03;9.4;8.3
01.11.2018 10:47:05;9.9;8.3
01.11.2018 10:54:08;10.2;8.4
01.11.2018 11:01:09;10.3;8.4
01.11.2018 11:08:13;10.5;8.5
01.11.2018 11:15:15;10.5;8.5
01.11.2018 11:22:16;11.5;8.6
01.11.2018 11:29:19;16.6;8.7
01.11.2018 11:36:23;21.2;8.9
01.11.2018 11:43:26;23.3;9.1
01.11.2018 11:50:29;24.6;9.3
01.11.2018 11:57:31;24.4;9.6
01.11.2018 12:04:34;21.8;9.9
01.11.2018 12:11:38;19.0;10.1
01.11.2018 12:18:41;16.4;10.2
01.11.2018 12:25:44;16.2;10.2
01.11.2018 12:32:47;16.1;10.3
01.11.2018 12:39:50;20.1;10.3
01.11.2018 12:46:53;22.0;10.4
01.11.2018 12:53:56;19.7;10.5
01.11.2018 13:00:59;18.8;10.5
01.11.2018 13:08:01;20.5;10.6
01.11.2018 13:15:04;17.2;10.6
01.11.2018 13:22:05;15.4;10.7
01.11.2018 13:29:07;14.5;10.8
01.11.2018 13:36:08;14.0;10.8
01.11.2018 13:43:11;13.5;10.8
01.11.2018 13:50:15;12.6;10.8
01.11.2018 13:57:16;12.0;10.8
01.11.2018 14:04:19;11.8;10.7
01.11.2018 14:11:22;11.8;10.6
01.11.2018 14:18:25;11.5;10.6
01.11.2018 14:25:28;10.9;10.5
01.11.2018 14:32:30;10.5;10.5
01.11.2018 14:39:31;10.3;10.4
01.11.2018 14:46:35;10.0;10.3
01.11.2018 14:53:36;9.8;10.2
01.11.2018 15:00:39;9.6;10.2
01.11.2018 15:07:43;9.5;10.1
01.11.2018 15:14:45;9.1;10.0
01.11.2018 15:21:49;8.7;9.9
01.11.2018 15:28:52;8.5;9.8
01.11.2018 15:35:54;8.2;9.7
01.11.2018 15:42:58;8.0;9.6
01.11.2018 15:50:01;7.9;9.5
01.11.2018 15:57:02;7.8;9.4
01.11.2018 16:04:05;7.7;9.3
01.11.2018 16:11:10;7.6;9.3
01.11.2018 16:18:13;7.5;9.2
01.11.2018 16:25:16;7.4;9.1
01.11.2018 16:32:20;7.2;9.0
01.11.2018 16:39:22;7.1;9.0
01.11.2018 16:46:26;6.9;8.9
01.11.2018 16:53:28;6.7;8.8
01.11.2018 17:00:31;6.5;8.7
01.11.2018 17:14:43;6.3;8.5
01.11.2018 17:21:39;6.2;8.5
01.11.2018 17:28:41;6.2;8.4
01.11.2018 17:35:44;6.1;8.3
01.11.2018 17:42:45;6.0;8.3
01.11.2018 17:49:49;5.9;8.2
01.11.2018 17:56:51;5.7;8.1
01.11.2018 18:03:53;5.6;8.0
01.11.2018 18:11:03;5.4;7.9
01.11.2018 18:17:59;5.2;7.8
01.11.2018 18:25:03;5.3;7.7
01.11.2018 18:32:06;5.4;7.7
01.11.2018 18:39:09;5.5;7.6
01.11.2018 18:46:12;5.5;7.6
01.11.2018 18:53:16;5.4;7.5
01.11.2018 19:00:18;5.3;7.5
01.11.2018 19:07:20;5.1;7.4
01.11.2018 19:14:23;4.9;7.3
01.11.2018 19:21:26;4.8;7.2
01.11.2018 19:28:28;4.6;7.1
01.11.2018 19:35:32;4.4;7.0
01.11.2018 19:42:35;4.2;7.0
01.11.2018 19:49:38;4.1;6.9
01.11.2018 19:56:40;4.0;6.8
01.11.2018 20:03:41;4.0;6.8
01.11.2018 20:10:46;4.0;6.7
01.11.2018 20:17:48;3.9;6.6
01.11.2018 20:24:51;3.9;6.5
01.11.2018 20:31:54;3.9;6.5
01.11.2018 20:38:58;3.8;6.4
01.11.2018 20:46:08;3.8;6.3
01.11.2018 20:53:04;3.7;6.2
01.11.2018 21:00:05;3.7;6.2
01.11.2018 21:07:09;3.6;6.1
01.11.2018 21:14:11;3.5;6.1
01.11.2018 21:21:13;3.4;6.0
01.11.2018 21:28:15;3.2;5.9
01.11.2018 21:35:17;3.1;5.9
01.11.2018 21:42:19;3.1;5.8
01.11.2018 21:49:21;3.0;5.8
01.11.2018 21:56:25;3.0;5.7
01.11.2018 22:03:27;3.0;5.7
01.11.2018 22:10:29;3.0;5.6
01.11.2018 22:17:33;2.9;5.6
01.11.2018 22:24:34;2.8;5.5
01.11.2018 22:31:38;2.7;5.5
01.11.2018 22:38:41;2.7;5.4
01.11.2018 22:45:45;2.7;5.4
01.11.2018 22:52:48;2.7;5.3
01.11.2018 22:59:49;2.6;5.3
01.11.2018 23:06:53;2.5;5.2
01.11.2018 23:13:56;2.5;5.1
01.11.2018 23:20:57;2.4;5.0
01.11.2018 23:28:01;2.4;5.0
01.11.2018 23:35:04;2.4;4.9
01.11.2018 23:42:06;2.4;4.8
01.11.2018 23:49:09;2.5;4.8
01.11.2018 23:56:11;2.5;4.7
02.11.2018 00:03:15;2.5;4.7
02.11.2018 00:10:19;2.5;4.7
02.11.2018 00:17:22;2.5;4.6
02.11.2018 00:24:23;2.4;4.6
02.11.2018 00:31:25;2.4;4.6
02.11.2018 00:38:28;2.4;4.5
02.11.2018 00:45:31;2.5;4.5
02.11.2018 00:52:33;2.4;4.5
02.11.2018 00:59:35;2.4;4.5
02.11.2018 01:06:39;2.4;4.4
02.11.2018 01:13:41;2.5;4.4
02.11.2018 01:20:44;2.6;4.4
02.11.2018 01:27:46;2.8;4.4
02.11.2018 01:34:49;2.9;4.4
02.11.2018 01:41:53;2.9;4.4
02.11.2018 01:48:55;2.9;4.4
02.11.2018 01:56:05;2.8;4.4
02.11.2018 02:03:01;2.7;4.4
02.11.2018 02:10:01;2.5;4.3
02.11.2018 02:17:04;2.4;4.3
02.11.2018 02:24:07;2.5;4.3
02.11.2018 02:31:11;2.5;4.2
02.11.2018 02:38:13;2.5;4.2
02.11.2018 02:45:15;2.5;4.2
02.11.2018 02:52:18;2.4;4.1
02.11.2018 02:59:21;2.3;4.1
02.11.2018 03:06:23;2.3;4.0
